inv_nr,gebouw,adres,plaats,provincie,functie,materiaal,sectie,jaar_van,jaar_tot,aantal_bladen,lat,lon,precisie,na_link
168.1,Dubbelherenhuis voor de heren Oosten en Lezer,Torenlaan 10,Assen,Drenthe,woningbouw,tekening,IB,1915,1915,2,52.992774,6.561515,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/168.1/file/
169.1,Belastinggebouw,Wilhelminastraat 12,Assen,Drenthe,bestuur & financiën,tekening,IB,1905,1925,5,52.990854,6.562958,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/169.1/file/
170.1,Post- en telegraafgebouw,Zuidersingel 12,Assen,Drenthe,post & telegraaf,tekening,IB,1894,1944,130,52.992252,6.560762,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/170.1/file/
171.1,Post- en telegraafkantoor,Markt 14-16,Asten,Noord-Brabant,post & telegraaf,tekening,IB,1915,1951,3,51.404315,5.746171,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/171.1/file/
172.1,Rijksopvoedingsgesticht Veldzicht c.a,Ommerweg,Balkbrug,Overijssel,gevangeniswezen,tekening,IB,1892,1916,92,52.595573,6.391972,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/172.1/file/
173.1,Post- en telegraafgebouw,Dedemsvaart,Dedemsvaart,Overijssel,post & telegraaf,tekening,IB,1935,1935,1,52.608099,6.457946,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/173.1/file/
174.1,Postkantoor met directeurswoning,Noordstraat 11,Axel,Zeeland,post & telegraaf,tekening,IB,1910,1951,10,51.266252,3.907503,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/174.1/file/
175.1,Grenskantoor met woning,"Nieuwstraat 4, Koewacht",Axel,Zeeland,douane & opslag,tekening,IB,1905,1961,8,51.267246,3.876217,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/175.1/file/
176.1,Telefoonkantoor,,Baarn,Utrecht,post & telegraaf,tekening,IB,1933,1934,1,52.203834,5.264142,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/176.1/file/
177.1,Post- en telegraafkantoor,Berkhoutstraat 7|,Baarn,Utrecht,post & telegraaf,tekening,IB,1934,1940,14,52.212393,5.288203,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/177.1/file/
178.1,Directeurswoning en wintertuin,Cantonspark / Faas Eliaslaan,Baarn,Utrecht,woningbouw,tekening,IB,1914,1938,15,52.219739,5.301547,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/178.1/file/
179.1,Post- en telegraafgebouw,Nieuwstraat 16,Barneveld,Gelderland,post & telegraaf,tekening,IB,1935,1935,1,52.140396,5.588035,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/179.1/file/
180.1,Post- en telegraafkantoor,,Beek (L),Limburg,post & telegraaf,tekening,IB,1909,1909,1,50.930864,5.809132,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/180.1/file/
181.1,Grenskantoor,Rhederweg,Bellingwolde,Groningen,douane & opslag,tekening,IB,1900,1910,1,53.088844,7.168207,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/181.1/file/
182.1,P.T.T.-kantoor,Duinlaan 22,Bennebroek,Noord-Holland,bestuur & financiën,tekening,IB,1932,1933,60,52.322672,4.595521,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/182.1/file/
183.1,Bewaakte telefooncentrale,Berkenlaan 2,Bergen,Limburg,post & telegraaf,tekening,IB,1936,1938,3,52.669678,4.698035,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/183.1/file/
184.1,Magazijn van de technische dienst van de P.T.T. / Magazijn van de politie,Antwerpsestraat 155,Bergen op Zoom,Noord-Brabant,politie,tekening,IB,1931,1939,4,51.490184,4.289184,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/184.1/file/
185.1,Kantongerecht,Stationsstraat 28,Bergen op Zoom,Noord-Brabant,rechtspraak,tekening,IB,1897,1898,5,51.495129,4.29424,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/185.1/file/
186.1,Belastinggebouw,Steenbergsestraat,Bergen op Zoom,Noord-Brabant,bestuur & financiën,tekening,IB,1942,1942,1,51.496249,4.284384,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/186.1/file/
187.1,Rijks-h.b.s,Burg. Stulemeijerlaan 24-26,Bergen op Zoom,Noord-Brabant,onderwijs & wetenschap,tekening,IB,1875,1938,16,51.498472,4.282562,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/187.1/file/
188.1,Post- en telegraafkantoor,Zuivelstraat 22,Bergen op Zoom,Noord-Brabant,post & telegraaf,tekening,IB,1896,1896,1,51.494948,4.288628,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/188.1/file/
189.1,Post- en telegraafkantoor / Belastingdienst,Zuivelstraat 22,Bergen op Zoom,Noord-Brabant,post & telegraaf,tekening,IB,1912,1938,6,51.494948,4.288628,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/189.1/file/
190.1,Villa van W. Laane Fick,Zuivelstraat,Bergen op Zoom,Noord-Brabant,woningbouw,tekening,IB,1922,1922,3,51.494948,4.288628,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/190.1/file/
191.1,Automatische telefooncentrale,,Beverwijk,Noord-Holland,post & telegraaf,tekening,IB,1935,1935,6,52.484808,4.649106,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/191.1/file/
192.1,P.T.T.-gebouw,,Beverwijk,Noord-Holland,overig,tekening,IB,1937,1940,26,52.484808,4.649106,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/192.1/file/
193.1,Marechausseekazerne,Statenweg,Sint Annaparochie,Fryslân,politie,tekening,IB,1905,1920,9,53.276186,5.652908,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/193.1/file/
194.1,Post- en telegraafgebouw,Statenweg,Sint Annaparochie,Fryslân,post & telegraaf,tekening,IB,1911,1935,17,53.276186,5.652908,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/194.1/file/
195.1,Knooppuntcentrale,Statenweg,Sint Annaparochie,Fryslân,overig,tekening,IB,1938,1938,41,53.276186,5.652908,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/195.1/file/
196.1,Koninklijk Nederlands Meteorologisch Instituut,Utrechtseweg 297 / Wilhelminalaan 10,De Bilt,Utrecht,museum & paleis,tekening,IB,,,112,52.101964,5.178006,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/196.1/file/
202.1,Loods bij het post- en telefoongebouw,Vinkenlaan,De Bilt,Utrecht,post & telegraaf,tekening,IB,1910,1920,1,52.128427,5.206668,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/202.1/file/
203.1,Post- en telegraafgebouw,"Julianalaan 10, Bilthoven",De Bilt,Utrecht,post & telegraaf,tekening,IB,1910,1940,5,52.131987,5.215311,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/203.1/file/
204.1,"K.N.M.I., gebouw voor vliegerwaarnemingen",Leusderheide,De Bilt,Utrecht,overig,tekening,IB,1905,1915,1,52.104533,5.198463,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/204.1/file/
205.1,Post- en telegraafgebouw,,Blaricum,Noord-Holland,post & telegraaf,tekening,IB,1910,1935,2,52.282959,5.274231,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/205.1/file/
206.1,Post- en telegraafgebouw,Bloemendaalseweg,Bloemendaal,Noord-Holland,post & telegraaf,tekening,IB,1915,1945,5,52.401978,4.617471,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/206.1/file/
207.1,Post- en telegraafgebouw,"Aerdenhoutseduinweg 3-5, Aerdenhout",Bloemendaal,Noord-Holland,post & telegraaf,tekening,IB,1905,1951,25,52.399654,4.618743,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/207.1/file/
208.1,Post- en telegraafgebouw,"Bloemendaalseweg 1, Overveen",Bloemendaal,Noord-Holland,post & telegraaf,tekening,IB,1905,1926,4,52.401978,4.617471,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/208.1/file/
209.1,Villa Duinlust,"Duinlustweg 16, Overveen",Bloemendaal,Noord-Holland,woningbouw,tekening,IB,1890,1912,20,52.383765,4.593341,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/209.1/file/
210.1,Huize Leyduin,"Leiweg, Vogelenzang",Bloemendaal,Noord-Holland,overig,tekening,IB,1920,1922,5,52.402133,4.623577,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/210.1/file/
211.1,Post- en telegraafkantoor,Akkrum,Akkrum,Fryslân,post & telegraaf,tekening,IB,1930,1940,1,53.0478,5.844746,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/211.1/file/
212.1,Post- en telegraafkantoor,Grouw,Grou,Fryslân,post & telegraaf,tekening,IB,1905,1935,1,53.098407,5.842903,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/212.1/file/
213.1,Post- en telegraafkantoor,Prins Hendrikstraat 16-18,Bodegraven,Zuid-Holland,post & telegraaf,tekening,IB,1905,1935,1,52.083142,4.746311,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/213.1/file/
214.1,Post- en telegraafkantoor,Jongemastraat 22,Bolsward,Fryslân,post & telegraaf,tekening,IB,1906,1916,3,53.062415,5.524844,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/214.1/file/
215.1,Post- en telegraafkantoor,Wetering / Reijerskoopseweg,Boskoop,Zuid-Holland,post & telegraaf,tekening,IB,1901,1935,5,52.082443,4.646691,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/215.1/file/
216.1,Post- en telegraafgebouw,Burg. Hengstplein,Boxmeer,Noord-Brabant,post & telegraaf,tekening,IB,1935,1935,1,51.649236,5.948514,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/216.1/file/
217.1,Kantongerecht en huis van bewaring,Steenstraat 59,Boxmeer,Noord-Brabant,gevangeniswezen,tekening,IB,1898,1898,1,51.64744,5.951252,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/217.1/file/
218.1,Post- en telegraafgebouw,,Boxtel,Noord-Brabant,post & telegraaf,tekening,IB,1930,1940,1,51.581154,5.324041,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/218.1/file/
219.1,Marechausseekazerne,Kasteellaan,Boxtel,Noord-Brabant,politie,tekening,IB,1913,1940,2,51.585402,5.321504,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/219.1/file/
220.1,Slot Loevestijn,Poederoyen,Brakel,Gelderland,overig,tekening,IB,,,89,51.825508,5.092819,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/220.1/file/
223.1,Rijksbelastingengebouw,Catharinastraat 93,Breda,Noord-Brabant,overig,tekening,IB,1925,1925,1,51.589888,4.778422,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/223.1/file/
224.1,"Rijkskantorengebouw, belastingkantoor",Delpratsingel 23,Breda,Noord-Brabant,bestuur & financiën,tekening,IB,1926,1927,15,51.594043,4.78369,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/224.1/file/
225.1,Tuchtschool voor jongens,Galderseweg 7,Breda,Noord-Brabant,onderwijs & wetenschap,tekening,IB,1906,1925,23,51.54186,4.775516,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/225.1/file/
226.1,Huis van bewaring c.a,Kloosterlaan 168-172,Breda,Noord-Brabant,gevangeniswezen,tekening,IB,1890,1924,39,51.590582,4.784667,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/226.1/file/
227.1,Telefoon- en telegraafgebouw met magazijn,Keizerstraat / Akkerstraat,Breda,Noord-Brabant,post & telegraaf,tekening,IB,1930,1940,8,51.585182,4.778996,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/227.1/file/
228.1,Arrondissementsrechtbank,Kloosterlaan 174,Breda,Noord-Brabant,rechtspraak,tekening,IB,1885,1937,42,51.591562,4.785507,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/228.1/file/
229.1,Gevangenis,Nassausingel 25-27 / Wilhelminasingel 50-59,Breda,Noord-Brabant,gevangeniswezen,tekening,IB,1882,1930,73,51.589609,4.787776,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/229.1/file/
230.1,Rijks-h.b.s,Nassaustraat 31,Breda,Noord-Brabant,onderwijs & wetenschap,tekening,IB,1900,1901,5,51.591438,4.787743,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/230.1/file/
231.1,Stationspostkantoor,Stationsplein,Breda,Noord-Brabant,bestuur & financiën,tekening,IB,1938,1938,8,51.594676,4.779551,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/231.1/file/
232.1,Post- en telegraafkantoor,Vismarkt 28,Breda,Noord-Brabant,post & telegraaf,tekening,IB,1875,1930,5,51.572207,4.790725,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/232.1/file/
233.1,Arbeidsinspectie,Wilhelminastraat 38,Breda,Noord-Brabant,overig,tekening,IB,1930,1930,5,51.579211,4.777862,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/233.1/file/
234.1,Post- en telegraafgebouw,"Ginnekenweg 285, Ginneken",Breda,Noord-Brabant,post & telegraaf,tekening,IB,1938,1940,9,51.570061,4.784565,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/234.1/file/
235.1,Schultehuis,Wanneperveen,Wanneperveen,Overijssel,overig,tekening,IB,1915,1915,2,52.697734,6.073554,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/235.1/file/
236.1,Rijks-h.b.s,Jan Mathijssenlaan 5-9,Brielle,Zuid-Holland,onderwijs & wetenschap,tekening,IB,1910,1920,19,51.897429,4.161444,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/236.1/file/
237.1,Post- en telegraafgebouw,Voorstraat 71,Brielle,Zuid-Holland,post & telegraaf,tekening,IB,1910,1935,1,51.904361,4.165529,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/237.1/file/
238.1,"Loodsgebouw, rijkspolitie",Haven 33-35,Brouwershaven,Zeeland,politie,tekening,IB,1920,1930,1,51.726855,3.91533,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/238.1/file/
239.1,Post- en telegraafgebouw,Raadhuisstraat 1-3,Brunssum,Limburg,post & telegraaf,tekening,IB,1939,1941,4,50.944584,5.969722,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/239.1/file/
240.1,Belastinggebouw,Brinklaan,Bussum,Noord-Holland,bestuur & financiën,tekening,IB,1930,1965,5,52.273896,5.162762,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/240.1/file/
241.1,Post- en telegraafgebouw,Driestweg / Huizerweg,Bussum,Noord-Holland,post & telegraaf,tekening,IB,1931,1931,7,52.275532,5.168408,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/241.1/file/
242.1,Belastinggebouw,Nieuwe Englaan 1,Bussum,Noord-Holland,bestuur & financiën,tekening,IB,1939,1940,22,52.278926,5.162648,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/242.1/file/
243.1,Dienstwoningen,Willemslaan 23-25,Bussum,Noord-Holland,woningbouw,tekening,IB,1925,1935,1,52.272015,5.147042,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/243.1/file/
244.1,Ontvangerskantoor / Douanepost,,Coevorden,Drenthe,post & telegraaf,tekening,IB,1916,1916,1,52.740255,6.735912,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/244.1/file/
245.1,Rijks-h.b.s,Churchilllaan 11-15,Coevorden,Drenthe,onderwijs & wetenschap,tekening,IB,1908,1933,177,52.665506,6.740918,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/245.1/file/
246.1,Landhuis / Conferentieoord,Haersolterweg,Dalfsen,Overijssel,woningbouw,tekening,IB,1929,1929,6,52.485434,6.249406,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/246.1/file/
247.1,Post- en telegraafkantoor,,Dalfsen,Overijssel,post & telegraaf,tekening,IB,1916,1935,3,52.514728,6.276669,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/247.1/file/
248.1,Telefoongebouw,Veenwouden,Veenwouden,,post & telegraaf,tekening,IB,1938,1939,82,53.23817,5.984483,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/248.1/file/
249.1,Automatische telefooncentrale,Veenwouden,Veenwouden,,post & telegraaf,tekening,IB,1939,1939,1,53.23817,5.984483,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/249.1/file/
250.1,Politietechnische dienst,Hooikade 1,Delft,Zuid-Holland,politie,tekening,IB,1938,1938,1,52.004674,4.360169,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/250.1/file/
251.1,Laboratorium voor scheikunde,Julianalaan 136,Delft,Zuid-Holland,onderwijs & wetenschap,tekening,IB,1938,1938,3,52.00434,4.368331,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/251.1/file/
252.1,Kantongerecht,Korte Geer 11a,Delft,Zuid-Holland,rechtspraak,tekening,IB,1906,1907,7,52.007134,4.360447,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/252.1/file/
253.1,Belastinggebouw,Molslaan 33,Delft,Zuid-Holland,bestuur & financiën,tekening,IB,1895,1965,3,52.010384,4.362063,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/253.1/file/
254.1,Nijverheidsvoorlichting,Nieuwelaan 78,Delft,Zuid-Holland,overig,tekening,IB,1910,1920,5,52.009042,4.36761,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/254.1/file/
255.1,Kapel van het meisjeshuis / Aula T.H,Oude Delft 18,Delft,Zuid-Holland,kerk & religie,tekening,IB,1924,1924,2,52.010777,4.356532,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/255.1/file/
256.1,Gebouw voor Decoratieve kunst,Oude Delft 75,Delft,Zuid-Holland,overig,tekening,IB,1944,1944,2,52.008509,4.358234,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/256.1/file/
257.1,Hoofdgebouw van de Technische Hogeschool,Oude Delft 95,Delft,Zuid-Holland,onderwijs & wetenschap,tekening,IB,1944,1944,3,52.00951,4.357374,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/257.1/file/
258.1,Vergaderzaal van de senaat van de T.H,Oude Delft 118,Delft,Zuid-Holland,overig,tekening,IB,1944,1944,2,52.011191,4.356577,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/258.1/file/
259.1,Herenhuis / Museum Lambert van Meerten,,Delft,Zuid-Holland,museum & paleis,tekening,IB,1875,1885,3,51.998457,4.363106,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/259.1/file/
260.1,"Marktstraat 24, Inspectie directe belastingen en accijnzen",,Delfzijl,Groningen,douane & opslag,tekening,IB,1916,1923,5,53.360249,6.952371,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/260.1/file/
261.1,Arsenaal / St.- Mariakerk,,Deventer,Overijssel,militair,tekening,IB,1944,1944,2,52.268236,6.23581,plaats,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/261.1/file/
262.1,Kantongerecht,Brink,Deventer,Overijssel,rechtspraak,tekening,IB,,,28,52.252117,6.160306,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/262.1/file/
264.1,Middelbare (gemeentelijke) Koloniale Landbouwschool / Rijks Hogere School voor Tropische Landbouw,Brinkgreverweg,Deventer,Overijssel,onderwijs & wetenschap,tekening,IB,1911,1940,12,52.260796,6.170674,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/264.1/file/
265.1,Rijksleerschool,Brinkpoortstraat / Singelstraat,Deventer,Overijssel,onderwijs & wetenschap,tekening,IB,1920,1930,2,52.255414,6.159498,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/265.1/file/
266.1,Post- en telegraafgebouw,Nieuwstraat 98-100,Deventer,Overijssel,post & telegraaf,tekening,IB,1900,1941,12,52.255385,6.153866,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/266.1/file/
267.1,Hypotheek en kadastergebouw,Singel 14,Deventer,Overijssel,bestuur & financiën,tekening,IB,1910,1928,2,52.257293,6.155826,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/267.1/file/
268.1,Rijkskweekschool voor onderwijzers,Singel 20,Deventer,Overijssel,onderwijs & wetenschap,tekening,IB,1875,1939,7,52.25641,6.158211,adres,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/268.1/file/
269.1,Landbouwhuishoudschool Nieuw Rollecate,Tesschenmacherstraat,Deventer,Overijssel,onderwijs & wetenschap,tekening,IB,1929,1930,5,52.263356,6.169951,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/269.1/file/
270.1,Loodsen tot berging van artilleriematerieel,De Sniep 1,Diemen,Noord-Holland,douane & opslag,tekening,IB,1882,1882,1,52.332413,4.978497,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/270.1/file/
271.1,Landhuis,Oerdijk,Diepenveen,Overijssel,woningbouw,tekening,IB,1934,1934,2,52.285835,6.146368,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/271.1/file/
272.1,Postkantoor,Aaltenseweg 2,Dinxperlo,Gelderland,post & telegraaf,tekening,IB,1900,1910,1,51.869004,6.502867,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/272.1/file/
273.1,Belastinggebouw,Heelweg,Dinxperlo,Gelderland,bestuur & financiën,tekening,IB,1916,1935,3,51.860025,6.492056,straat,https://www.nationaalarchief.nl/onderzoeken/archief/4.RGD/invnr/273.1/file/
